seqcol_digest,refget_digest,alias,alias_kind,sequence_accession
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9v7QhRz3rErQHSidbH7PcTtioHr3CZ72,NT_187582.1,refseq_accession,NT_187582.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9v7QhRz3rErQHSidbH7PcTtioHr3CZ72,HSCHR11_1_CTG3,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9v7QhRz3rErQHSidbH7PcTtioHr3CZ72,chr11_KI270827v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,GL383569.1,genbank_accession,GL383569.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,NW_003315958.1,refseq_accession,NW_003315958.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,HSCHR18_1_CTG2_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,chr18_GL383569v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9xCYXFBVQDc7dfIKolvEEKLm8Uu3hysH,GL383519.1,genbank_accession,GL383519.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9xCYXFBVQDc7dfIKolvEEKLm8Uu3hysH,NW_003315906.1,refseq_accession,NW_003315906.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9xCYXFBVQDc7dfIKolvEEKLm8Uu3hysH,HSCHR1_2_CTG31,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.9xCYXFBVQDc7dfIKolvEEKLm8Uu3hysH,chr1_GL383519v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A4TEs9XTvuTfkaNRcVQ8vKe1ujt3um4c,KI270872.1,genbank_accession,KI270872.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A4TEs9XTvuTfkaNRcVQ8vKe1ujt3um4c,NT_187626.1,refseq_accession,NT_187626.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A4TEs9XTvuTfkaNRcVQ8vKe1ujt3um4c,HSCHR21_5_CTG2,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A4TEs9XTvuTfkaNRcVQ8vKe1ujt3um4c,chr21_KI270872v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A5I6PhEjJowCXk-UklgjZDf5LrazlMgr,KI270933.1,genbank_accession,KI270933.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A5I6PhEjJowCXk-UklgjZDf5LrazlMgr,NT_187687.1,refseq_accession,NT_187687.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A5I6PhEjJowCXk-UklgjZDf5LrazlMgr,HSCHR19KIR_FH15_A_HAP_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A5I6PhEjJowCXk-UklgjZDf5LrazlMgr,chr19_KI270933v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A9JuPqOYDdW3QQBBVIK6n-63zIicT8E6,KI270801.1,genbank_accession,KI270801.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A9JuPqOYDdW3QQBBVIK6n-63zIicT8E6,NT_187556.1,refseq_accession,NT_187556.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A9JuPqOYDdW3QQBBVIK6n-63zIicT8E6,HSCHR6_1_CTG8,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.A9JuPqOYDdW3QQBBVIK6n-63zIicT8E6,chr6_KI270801v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AAz_X-pX0qB38aQc6x_FTOb2jn_5UT7a,KI270438.1,genbank_accession,KI270438.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AAz_X-pX0qB38aQc6x_FTOb2jn_5UT7a,NT_187425.1,refseq_accession,NT_187425.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AAz_X-pX0qB38aQc6x_FTOb2jn_5UT7a,HSCHRUN_RANDOM_129,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AAz_X-pX0qB38aQc6x_FTOb2jn_5UT7a,chrUn_KI270438v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AS9PrLCgByckU31kuSmWdjqaASyXMBT1,KI270774.1,genbank_accession,KI270774.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AS9PrLCgByckU31kuSmWdjqaASyXMBT1,NT_187529.1,refseq_accession,NT_187529.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AS9PrLCgByckU31kuSmWdjqaASyXMBT1,HSCHR2_4_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AS9PrLCgByckU31kuSmWdjqaASyXMBT1,chr2_KI270774v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AhP81OHpo8WmXgWrmSbwzexaFKNa3m8d,KI270721.1,genbank_accession,KI270721.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AhP81OHpo8WmXgWrmSbwzexaFKNa3m8d,NT_187376.1,refseq_accession,NT_187376.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AhP81OHpo8WmXgWrmSbwzexaFKNa3m8d,HSCHR11_CTG1_UNLOCALIZED,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AhP81OHpo8WmXgWrmSbwzexaFKNa3m8d,chr11_KI270721v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AkHqxkr-l6di2t1vaDnZzlkKepVpsHOC,KI270593.1,genbank_accession,KI270593.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AkHqxkr-l6di2t1vaDnZzlkKepVpsHOC,NT_187456.1,refseq_accession,NT_187456.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AkHqxkr-l6di2t1vaDnZzlkKepVpsHOC,HSCHRUN_RANDOM_164,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AkHqxkr-l6di2t1vaDnZzlkKepVpsHOC,chrUn_KI270593v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AsXvWL1-2i5U_buw6_niVIxD6zTbAuS6,CM000677.2,genbank_accession,CM000677.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AsXvWL1-2i5U_buw6_niVIxD6zTbAuS6,NC_000015.10,refseq_accession,NC_000015.10
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AsXvWL1-2i5U_buw6_niVIxD6zTbAuS6,15,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.AsXvWL1-2i5U_buw6_niVIxD6zTbAuS6,chr15,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,GL383574.1,genbank_accession,GL383574.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,NW_003315963.1,refseq_accession,NW_003315963.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,HSCHR19_1_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,chr19_GL383574v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BigIyI3QfVcuJ_DY1bDpn7S3OZDeWepW,KI270717.1,genbank_accession,KI270717.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BigIyI3QfVcuJ_DY1bDpn7S3OZDeWepW,NT_187372.1,refseq_accession,NT_187372.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BigIyI3QfVcuJ_DY1bDpn7S3OZDeWepW,HSCHR9_UNLOCALIZED_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BigIyI3QfVcuJ_DY1bDpn7S3OZDeWepW,chr9_KI270717v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Blfq4xqKfo0FJJPATFr4xPHwunr-hMDQ,KI270813.1,genbank_accession,KI270813.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Blfq4xqKfo0FJJPATFr4xPHwunr-hMDQ,NT_187570.1,refseq_accession,NT_187570.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Blfq4xqKfo0FJJPATFr4xPHwunr-hMDQ,HSCHR8_3_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Blfq4xqKfo0FJJPATFr4xPHwunr-hMDQ,chr8_KI270813v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BnQjnH6q_lqHCyYLG_WLEDKaCex3Uapu,KI270311.1,genbank_accession,KI270311.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BnQjnH6q_lqHCyYLG_WLEDKaCex3Uapu,NT_187406.1,refseq_accession,NT_187406.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BnQjnH6q_lqHCyYLG_WLEDKaCex3Uapu,HSCHRUN_RANDOM_110,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.BnQjnH6q_lqHCyYLG_WLEDKaCex3Uapu,chrUn_KI270311v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,KB663609.1,genbank_accession,KB663609.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,NW_004504305.1,refseq_accession,NW_004504305.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,HSCHR22_2_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Bws6DcGku3rCWV-zaFzazkqAeCpgdsji,chr22_KB663609v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.C0ccw2a21RzFAAYrYa__tHUR8TsbDuib,KI270791.1,genbank_accession,KI270791.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.C0ccw2a21RzFAAYrYa__tHUR8TsbDuib,NT_187547.1,refseq_accession,NT_187547.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.C0ccw2a21RzFAAYrYa__tHUR8TsbDuib,HSCHR5_3_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.C0ccw2a21RzFAAYrYa__tHUR8TsbDuib,chr5_KI270791v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CBWpogYXYoKDvT2AIrcDq0XY8COj4KSJ,KI270909.1,genbank_accession,KI270909.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CBWpogYXYoKDvT2AIrcDq0XY8COj4KSJ,NT_187661.1,refseq_accession,NT_187661.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CBWpogYXYoKDvT2AIrcDq0XY8COj4KSJ,HSCHR17_10_CTG4,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CBWpogYXYoKDvT2AIrcDq0XY8COj4KSJ,chr17_KI270909v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CfWg24UYOzSFgRRq98qWBUhntUafY9sE,KI270884.1,genbank_accession,KI270884.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CfWg24UYOzSFgRRq98qWBUhntUafY9sE,NT_187638.1,refseq_accession,NT_187638.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CfWg24UYOzSFgRRq98qWBUhntUafY9sE,HSCHR19KIR_G085_BA1_HAP_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CfWg24UYOzSFgRRq98qWBUhntUafY9sE,chr19_KI270884v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cl7ES8sXwFkQGNnx28YuTrpYHN9xk-do,KI270902.1,genbank_accession,KI270902.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cl7ES8sXwFkQGNnx28YuTrpYHN9xk-do,NT_187656.1,refseq_accession,NT_187656.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cl7ES8sXwFkQGNnx28YuTrpYHN9xk-do,HSCHR11_2_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cl7ES8sXwFkQGNnx28YuTrpYHN9xk-do,chr11_KI270902v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cslp95echUr2c3YHx1XN6SYaBpKHx3FZ,KI270303.1,genbank_accession,KI270303.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cslp95echUr2c3YHx1XN6SYaBpKHx3FZ,NT_187398.1,refseq_accession,NT_187398.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cslp95echUr2c3YHx1XN6SYaBpKHx3FZ,HSCHRUN_RANDOM_102,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cslp95echUr2c3YHx1XN6SYaBpKHx3FZ,chrUn_KI270303v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cuq-QfbTRhiVPi6xns7SxJqj-kPXLLQS,GL383563.3,genbank_accession,GL383563.3
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cuq-QfbTRhiVPi6xns7SxJqj-kPXLLQS,NW_003315952.3,refseq_accession,NW_003315952.3
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cuq-QfbTRhiVPi6xns7SxJqj-kPXLLQS,HSCHR17_1_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Cuq-QfbTRhiVPi6xns7SxJqj-kPXLLQS,chr17_GL383563v3_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CyrY3B28RI5ODnfqRrArAI4SP8nb6SXM,KI270905.1,genbank_accession,KI270905.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CyrY3B28RI5ODnfqRrArAI4SP8nb6SXM,NT_187660.1,refseq_accession,NT_187660.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CyrY3B28RI5ODnfqRrArAI4SP8nb6SXM,HSCHR15_4_CTG8,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.CyrY3B28RI5ODnfqRrArAI4SP8nb6SXM,chr15_KI270905v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DHqk0kFJn2pE--tUJJMcv37PvtwTb3bu,KI270741.1,genbank_accession,KI270741.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DHqk0kFJn2pE--tUJJMcv37PvtwTb3bu,NT_187497.1,refseq_accession,NT_187497.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DHqk0kFJn2pE--tUJJMcv37PvtwTb3bu,HSCHRUN_RANDOM_CTG17,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DHqk0kFJn2pE--tUJJMcv37PvtwTb3bu,chrUn_KI270741v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DILJFGrt8ITHBgI1U9reDCFvXStLQSFd,KI270920.1,genbank_accession,KI270920.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DILJFGrt8ITHBgI1U9reDCFvXStLQSFd,NT_187674.1,refseq_accession,NT_187674.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DILJFGrt8ITHBgI1U9reDCFvXStLQSFd,HSCHR19KIR_FH05_A_HAP_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DILJFGrt8ITHBgI1U9reDCFvXStLQSFd,chr19_KI270920v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DP_59DeCpk0B57HUkY9ljcj0L4DvR1yt,KI270857.1,genbank_accession,KI270857.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DP_59DeCpk0B57HUkY9ljcj0L4DvR1yt,NT_187614.1,refseq_accession,NT_187614.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DP_59DeCpk0B57HUkY9ljcj0L4DvR1yt,HSCHR17_7_CTG4,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DP_59DeCpk0B57HUkY9ljcj0L4DvR1yt,chr17_KI270857v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DhsZh12tahSItS53KzsS7GX8wqc4bL-T,KI270720.1,genbank_accession,KI270720.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DhsZh12tahSItS53KzsS7GX8wqc4bL-T,NT_187375.1,refseq_accession,NT_187375.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DhsZh12tahSItS53KzsS7GX8wqc4bL-T,HSCHR9_UNLOCALIZED_CTG4,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DhsZh12tahSItS53KzsS7GX8wqc4bL-T,chr9_KI270720v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DoD7UJm-N3FZn0RFEEM6d_nCcX79Zkm1,KI270758.1,genbank_accession,KI270758.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DoD7UJm-N3FZn0RFEEM6d_nCcX79Zkm1,NT_187692.1,refseq_accession,NT_187692.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DoD7UJm-N3FZn0RFEEM6d_nCcX79Zkm1,HSCHR6_8_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DoD7UJm-N3FZn0RFEEM6d_nCcX79Zkm1,chr6_KI270758v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DvphJRvr6IhCptwmxq8dmvdZFYAljPSQ,GL000252.2,genbank_accession,GL000252.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DvphJRvr6IhCptwmxq8dmvdZFYAljPSQ,NT_167245.2,refseq_accession,NT_167245.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DvphJRvr6IhCptwmxq8dmvdZFYAljPSQ,HSCHR6_MHC_DBB_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.DvphJRvr6IhCptwmxq8dmvdZFYAljPSQ,chr6_GL000252v2_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EKEB8i2c_jLWqnhMMXfC71egt456kBwK,KI270750.1,genbank_accession,KI270750.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EKEB8i2c_jLWqnhMMXfC71egt456kBwK,NT_187505.1,refseq_accession,NT_187505.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EKEB8i2c_jLWqnhMMXfC71egt456kBwK,HSCHRUN_RANDOM_CTG27,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EKEB8i2c_jLWqnhMMXfC71egt456kBwK,chrUn_KI270750v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EKnBFFZrnDzD-jWHvXcXscItM1QrDzsR,KI270810.1,genbank_accession,KI270810.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EKnBFFZrnDzD-jWHvXcXscItM1QrDzsR,NT_187567.1,refseq_accession,NT_187567.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EKnBFFZrnDzD-jWHvXcXscItM1QrDzsR,HSCHR8_1_CTG7,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EKnBFFZrnDzD-jWHvXcXscItM1QrDzsR,chr8_KI270810v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EZrqi-t8P7zw5KgeeTYANzZJFfHAAotB,KI270714.1,genbank_accession,KI270714.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EZrqi-t8P7zw5KgeeTYANzZJFfHAAotB,NT_187369.1,refseq_accession,NT_187369.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EZrqi-t8P7zw5KgeeTYANzZJFfHAAotB,HSCHR1_CTG9_UNLOCALIZED,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EZrqi-t8P7zw5KgeeTYANzZJFfHAAotB,chr1_KI270714v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EoFUoPtnHWts2dpvMw4zusf2yLpbJryB,KI270800.1,genbank_accession,KI270800.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EoFUoPtnHWts2dpvMw4zusf2yLpbJryB,NT_187555.1,refseq_accession,NT_187555.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EoFUoPtnHWts2dpvMw4zusf2yLpbJryB,HSCHR6_1_CTG7,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.EoFUoPtnHWts2dpvMw4zusf2yLpbJryB,chr6_KI270800v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.F-LrLMe1SRpfUZHkQmvkVKFEGaoDeHul,CM000669.2,genbank_accession,CM000669.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.F-LrLMe1SRpfUZHkQmvkVKFEGaoDeHul,NC_000007.14,refseq_accession,NC_000007.14
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.F-LrLMe1SRpfUZHkQmvkVKFEGaoDeHul,7,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.F-LrLMe1SRpfUZHkQmvkVKFEGaoDeHul,chr7,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.F8qtboG1CtuwXhSfcIDuNh7hCtCiJPLH,KI270467.1,genbank_accession,KI270467.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.F8qtboG1CtuwXhSfcIDuNh7hCtCiJPLH,NT_187423.1,refseq_accession,NT_187423.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.F8qtboG1CtuwXhSfcIDuNh7hCtCiJPLH,HSCHRUN_RANDOM_127,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.F8qtboG1CtuwXhSfcIDuNh7hCtCiJPLH,chrUn_KI270467v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FEDrQ66n6WIQrotLhccdZv4POnOwxo3K,KI270838.1,genbank_accession,KI270838.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FEDrQ66n6WIQrotLhccdZv4POnOwxo3K,NT_187592.1,refseq_accession,NT_187592.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FEDrQ66n6WIQrotLhccdZv4POnOwxo3K,HSCHR13_1_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FEDrQ66n6WIQrotLhccdZv4POnOwxo3K,chr13_KI270838v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FG-aJRTsNPoh6CI3TyH5R3dX4tSX1RYz,KI270729.1,genbank_accession,KI270729.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FG-aJRTsNPoh6CI3TyH5R3dX4tSX1RYz,NT_187384.1,refseq_accession,NT_187384.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FG-aJRTsNPoh6CI3TyH5R3dX4tSX1RYz,HSCHR17_RANDOM_CTG4,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FG-aJRTsNPoh6CI3TyH5R3dX4tSX1RYz,chr17_KI270729v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FHE5wehDRu1ckddTp8qPX_eLPHAUSS6L,KI270867.1,genbank_accession,KI270867.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FHE5wehDRu1ckddTp8qPX_eLPHAUSS6L,NT_187620.1,refseq_accession,NT_187620.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FHE5wehDRu1ckddTp8qPX_eLPHAUSS6L,HSCHR19_3_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FHE5wehDRu1ckddTp8qPX_eLPHAUSS6L,chr19_KI270867v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FgYozfBAkO9vR3nB463Ms4Z7kmkLwap8,KI270322.1,genbank_accession,KI270322.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FgYozfBAkO9vR3nB463Ms4Z7kmkLwap8,NT_187400.1,refseq_accession,NT_187400.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FgYozfBAkO9vR3nB463Ms4Z7kmkLwap8,HSCHRUN_RANDOM_104,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FgYozfBAkO9vR3nB463Ms4Z7kmkLwap8,chrUn_KI270322v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FnjLHRbZQ0-daOR8wKor14vwkaFL6hNs,KI270590.1,genbank_accession,KI270590.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FnjLHRbZQ0-daOR8wKor14vwkaFL6hNs,NT_187452.1,refseq_accession,NT_187452.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FnjLHRbZQ0-daOR8wKor14vwkaFL6hNs,HSCHRUN_RANDOM_160,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.FnjLHRbZQ0-daOR8wKor14vwkaFL6hNs,chrUn_KI270590v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.Ft1rlkyC6tg0zSex3L9Nl3QNMSMvlWpY,KI270781.1,genbank_accession,KI270781.1
