seqcol_digest,sequence_index,name,refget_digest,length
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,46,NT_113930.2,SQ.SY1vuAfNO9QdpxZZiP6LzYAvmpXSVwtP,185591
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,47,NT_187384.1,SQ.FG-aJRTsNPoh6CI3TyH5R3dX4tSX1RYz,280839
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,48,NT_187385.1,SQ.pLSdWslH4snX9PEM58OmHaOvSZpcx-iY,112551
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,49,NC_000018.10,SQ.vWwFhJ5lQDMhh-czg06YtlWqu0lvFAZV,80373285
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,50,NC_000019.10,SQ.IIB53T8CNeJJdUqzn9V_JnRtQadwWCbl,58617616
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,51,NC_000020.11,SQ.-A1QmD_MatoqxvgVxBLZTONHz9-c7nQo,64444167
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,52,NC_000021.9,SQ.5ZUqxCmDDgN4xTRbaSjN8LwgZironmB8,46709983
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,53,NC_000022.11,SQ.7B7SHsmchAR0dFcDCuSFjJAo7tX87krQ,50818468
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,54,NT_187386.1,SQ.cufLdFcVlV7oAkQv33aPv_cMjDtaY77f,150754
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,55,NT_187387.1,SQ.dEH0fJtUnIxkyUq1EaNH_NbLIl6v54Md,41543
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,56,NT_187388.1,SQ.PCEl4_JZYAoEuSsG3HL2YR6AJ5DcRglz,179772
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,57,NT_187389.1,SQ.YMVH9hynzhX7jFuljLYBRj5plZj_aY6i,165050
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,58,NT_187390.1,SQ.dLc_hFQMD4mA0XaddSks68eyXxdWxkAG,42811
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,59,NT_187391.1,SQ.LwWuUnUfybOKDgkhEOYvRjat-JKJBtrH,181920
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,60,NT_187392.1,SQ.9r249PLmoffyCFtwU8iAsHO-rd04vwjU,103838
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,61,NT_187393.1,SQ.cACt-RmXgBRdwPfOzltFbwDwKoo_GuMn,99375
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,62,NT_187394.1,SQ.dj2HV8_ASYLU3cdll0otT1NUD3Zg9qXh,73985
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,63,NC_000023.11,SQ.w0WZEvgJF0zf_P4yyTzjjv9oW1z61HHP,156040895
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,64,NC_000024.10,SQ.8_liLu1aycC0tPQPFmUaGXJLDs5SbPZ5,57227415
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,65,NT_187395.1,SQ.YmC9wASHjb31TtJqTT4ke2i0mVYtcfW3,37240
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,66,NT_187396.1,SQ.wfo09nA2zMYzKLs7T40qVnqdLhYDemX8,2274
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,67,NT_187397.1,SQ.9s_zmYLHrvNOiP5Yjy_Rcz-omO-Aptb0,2165
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,68,NT_187398.1,SQ.Cslp95echUr2c3YHx1XN6SYaBpKHx3FZ,1942
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,69,NT_187399.1,SQ.QYhy0AixhoksTTTjDGiZAa9_voPQjsd0,1472
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,70,NT_187400.1,SQ.FgYozfBAkO9vR3nB463Ms4Z7kmkLwap8,21476
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,71,NT_187401.1,SQ.vEUEOR8vm2bUdbNttqz7BzDQoUkvNvQi,4416
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,72,NT_187402.1,SQ.2cvfzZ7UwkdYkqg00nyN1AFQOvuFVM-9,1201
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,73,NT_187403.1,SQ.iH-N-G6Vjrvtw2fI2ePe60OaSSxESuXT,1444
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,74,NT_187404.1,SQ.3-UVYU0k2zXt2WUqfakC5z45FZQUWUxz,2276
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,75,NT_187405.1,SQ.knIogkkzIS8j1yaYvyhp5jT3dDQuIby1,998
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,76,NT_187406.1,SQ.BnQjnH6q_lqHCyYLG_WLEDKaCex3Uapu,12399
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,77,NT_187407.1,SQ.4N0fxRAxFCmrIVJjaxfkY96Piqt5t-zQ,37690
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,78,NT_187408.1,SQ.5sH5f1aQvsWuL4Cx1S60J2SDZo7SW2st,1179
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,79,NT_187409.1,SQ.ZGObj8YpBRGFr0F-vIhWOqmW7xPYgYR3,2646
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,80,NT_187410.1,SQ.M2WH6UNhx2LtMK0_siM3_bY2LOp_xx0M,2489
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,81,NT_187411.1,SQ.zVacv_BXXeETKqyBxBHY96_6JBJ-VTPk,1029
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,82,NT_187412.1,SQ.7AFep_S92lWEOHQO3mUGnbrteitf8Ulm,2145
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,83,NT_187413.1,SQ.9ZClCJm6gV6BUrh6we4ytWTLE1qg5VSn,2321
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,84,NT_187414.1,SQ.XP3tANME4GZk3aV6pz1dufNwvE3VQFOY,2140
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,85,NT_187415.1,SQ.aTXRWgChxFp-RQF09Rb_ICg_3AEcSY1y,2043
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,86,NT_187416.1,SQ.v2Ns4FHctW5ktrbYhRxDBBco1QmGQOGT,1445
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,87,NT_187417.1,SQ.43QwJO14EHFTfWtSI3yZD4Cr4Z8AAAab,981
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,88,NT_187418.1,SQ.ienjuw0fwaZchW5kZctEIYj9c2mgCUkY,1884
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,89,NT_187419.1,SQ.0AKJ3MrG77ecu-amzGhOoIkdw0Tx-YHu,1361
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,90,NT_187420.1,SQ.HImND0cIlPCdycJ2DwnTMpO7nb-njdnZ,392061
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,91,NT_187421.1,SQ.eiNRy0nVH47HBRsjf7s3dDjB7WXIL2pV,1233
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,92,NT_187422.1,SQ.f9DNt75sBx2Emm-JwtOnW_bXy6yaKxhh,1774
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,93,NT_187423.1,SQ.F8qtboG1CtuwXhSfcIDuNh7hCtCiJPLH,3920
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,94,NT_187424.1,SQ.OL8YZe5yEY3GPXh38qaVbtHm4uEcSm_J,92983
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,95,NT_187425.1,SQ.AAz_X-pX0qB38aQc6x_FTOb2jn_5UT7a,112505
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,96,NT_187426.1,SQ.yXkS4EDCKnGK57G14mpSTk4nfOUcoo0f,4055
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,97,NT_187427.1,SQ.bw9OPnim5Pk-DVhl06CK4_rdk92ET07a,2415
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,98,NT_187428.1,SQ.mP7TEDahg_9flBgsQ09FRJI9G1iS8tz7,2318
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,99,NT_187429.1,SQ.6gvPDcssO8yJbYwnRwcOdz7Ps4FeCiDP,2186
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,100,NT_187430.1,SQ.tnDW_Rqlx0B24bpYVX8j1gmSEtggmYxS,1951
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,101,NT_187431.1,SQ.n_XCYYZCV5lstux2dOvUdnF5_Mq-Li3n,1300
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,102,NT_187432.1,SQ.vDLj2_a2LHx8wj6w6bsTdHLnmpaBso_t,22689
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,103,NT_187433.1,SQ.IpxD9OiiVt8_Xfbj35qc74pGIe0wL9vT,138126
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,104,NT_187434.1,SQ.7B6iWftXnP2ZsUn1N3IFai45KfGmIVWi,5674
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,105,NT_187435.1,SQ.wVUftDlkFY-eI-NV-qCy9MWv13siqnYy,8127
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,106,NT_187436.1,SQ.QjGCbQg1vhoH_uNIHUE_fv1-477g8r1G,6361
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,107,NT_187437.1,SQ.J2akr9kmBxkY3ZFmieOubOe1p6EFfMwY,5353
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,108,NT_187438.1,SQ.tpsFdwq2559nek4f18hIsBFg_1KYDMm5,3253
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,109,NT_187439.1,SQ.5urbJSJsDlThyiED4KDLDnylx-K2v9Gm,1899
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,110,NT_187440.1,SQ.Y7FnweVvXEqTi-uiAmX_kmCP6HK55ZoA,2983
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,111,NT_187441.1,SQ.zpYREbv-tfx4pEUdtcIeohde2MnvsUHd,2168
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,112,NT_187442.1,SQ.tfLF4GW0WS5BskBI-aST1D0BV-pepYzL,993
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,113,NT_187443.1,SQ.63KEzgQl9n4E7guLzaB12sMe2B5HTDLH,91309
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,114,NT_187444.1,SQ.XBBieBA2j0nSYapiV42U-7uROMMzN10D,1202
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,115,NT_187445.1,SQ.zsF1p5JIJmc5hA1jwHka0XVDGyZEvmEi,1599
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,116,NT_187446.1,SQ.7WMQtd1zNVnIHTxHHV1KARtyMqHXUAtP,1400
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,117,NT_187447.1,SQ.OUMk2kbGNysKbns34oC1Rr6O2OEGaqd2,2969
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,118,NT_187448.1,SQ.MupOwvi4dl9TzvLOGoyfMa0YrXxY8zy_,1553
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,119,NT_187449.1,SQ.2z93I9Tkn7buVUT4hkXgxRSUf52vA1SH,7046
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,120,NT_187450.1,SQ.7zrqoHukEtT2W1rn-FHkAC7-SGrX7IQ7,31033
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,121,NT_187451.1,SQ.mLliKkGv9SGt6l8kH3bwRYSRbC-xgjM1,44474
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,122,NT_187452.1,SQ.FnjLHRbZQ0-daOR8wKor14vwkaFL6hNs,4685
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,123,NT_187453.1,SQ.pZbsVn1ytEQNOzViD_Rvq9YbTSgBjuW_,4513
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,124,NT_187454.1,SQ.ySBpzLPZHSW6VUdYp-tGVdjJeOfsVLTa,6504
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,125,NT_187455.1,SQ.bKYNl83yLynDj6VARTeJYmgXb_8pL4-N,6158
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,126,NT_187456.1,SQ.AkHqxkr-l6di2t1vaDnZzlkKepVpsHOC,3041
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,127,NT_187457.1,SQ.P-qtZx-46CCrfpOwAnRRaQ-_fXM47x29,5796
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,128,NT_187458.1,SQ.5d3te3IIA37diOsb5EHT4bi6-jw6qq2-,1652
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,129,NT_187459.1,SQ.3Lc9tjpmWSWfXZwgbUtmFTJZ0FCfGKZh,1040
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,130,NT_187460.1,SQ.cPOX8Z3igOlha4B0FejV2VHl_yiwRfAU,1368
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,131,NT_187461.1,SQ.YXCg7Om7YPSiwfpGw8ZlEQ4rOBYbxK45,2699
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,132,NT_187462.1,SQ.L4ZLpQty7r3yyh2xSr_O6DRnWaKjaAsv,1048
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,133,NT_187463.1,SQ.JSL6KKK2j3Flq4IF1M3Art_84LQ3dmFF,1428
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,134,NT_187464.1,SQ.vIQ5ltC4EyMB7OK1lnU6DvW3zNx0jdb2,1428
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,135,NT_187465.1,SQ.VvhkophOxVBa124jULhiqGN04Chq7q1D,1026
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,136,NT_187466.1,SQ.uo583U9sJtDJGuU6iDCZNdaLyzQz1gYF,1121
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,137,NT_187467.1,SQ.yo1qgwnJYyqyVBKbLfEycArstG2wF7T7,1803
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,138,NT_187468.1,SQ.iZdWxletexfTNJCT2dTagew8biQFX1TI,2855
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,139,NT_187469.1,SQ.QTzKQpJo2b_FukcbT1AN4nkWs4zV3_55,3530
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,140,NT_187470.1,SQ.zT-8kiQPyBF2erK-TIC-xDj2lfwGuE3U,8320
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,141,NT_187471.1,SQ.3fbIfEvQYYis7TyaluTyv299Xczxo3YP,1048
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,142,NT_187472.1,SQ.yLnqSBOiVHNpiEdiX86ZoyPFufg15Xlo,1045
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,143,NT_187473.1,SQ.bAikpwm12fZoFQY6r7h9nwuqA-W519qc,1298
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,144,NT_187474.1,SQ.KET7zxY6jw4xXuce0I2NdTbBuwZudiVN,2387
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,145,NT_187475.1,SQ.SvLLPyphiuUr7mQydPscMmyaOcUFJ-zv,1537
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,146,NT_187476.1,SQ.GdXNrY4W8T7K93ylj7kNeytobgGKidl-,1143
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,147,NT_187477.1,SQ.zld4x3UDXBhOOPYfVL871KAYiJT93Kuz,1880
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,148,NT_187478.1,SQ.SzYryM3fGu2F9dRXm-ZSuzH1lrQwqDvT,1216
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,149,NT_187479.1,SQ.0uoreCWKhOagVkU6g_wm3Ghqg-u0ELwG,970
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,150,NT_187480.1,SQ.IqHYbzsscygCUV59pwfyEd04a5c3lkLF,1788
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,151,NT_187481.1,SQ.yUj2uvjWFlouGm3F963VNM--I2s96Iz-,1484
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,152,NT_187482.1,SQ.rT2qpnYeQgUYGmwIZKWafKoM_rlepiVq,1750
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,153,NT_187483.1,SQ.hbKlATBl0s-HdUeh5K_tZX89N7xjivvp,1308
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,154,NT_187484.1,SQ.VFqjLCDuSqnvr79o7IjZPzsZHew_1P68,1658
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,155,NT_187485.1,SQ.I5artHV9tMRwf8-UCgn0tUTLY8DFAzfi,971
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,156,NT_187486.1,SQ.TEt-Umx3hFAxsCXFIbUoFKjI1l0kzUyb,1930
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,157,NT_187487.1,SQ.iB_m7qqRPb_xmKT9Cg_TFVzw7C8Q9U5Q,990
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,158,NT_187488.1,SQ.KQZyMeKEPHfeYKYX79PyAoyajaqE30_E,4215
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,159,NT_187489.1,SQ.h2NGmESUlOABx4daDywqQhNXaA2LB5RR,1136
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,160,NT_187490.1,SQ.b_YNuCEG0D36IeVru2r6N7eRginchgnT,2656
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,161,NT_187491.1,SQ.dPmhKFyWbv8liK3JAPY0D-eaKEBOk_t0,1650
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,162,NT_187492.1,SQ.UrpCy9kOdjWabO0L_trP8GhIWQuqSXEq,1451
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,163,NT_187493.1,SQ.ihzqQd4BJ5VUWckLt7PuFuDYHkH0K2Be,2378
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,164,NT_187494.1,SQ.JM3T4DDFYWNd19zcrQCCl6nj_NmagiRo,2805
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,165,NT_187495.1,SQ.OEoz1zWibkMlOQ3gIZBSoNsvbdmdMJlZ,7992
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,166,NT_187496.1,SQ.r4jjK8iybJr5jt4ozg3hY9d6GuNLRwNH,7642
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,167,NT_113901.1,SQ.2LEWMcieZGf9Sx4VpEeWSDcULUVHGm0w,182896
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,168,NT_167213.1,SQ.czO0uwJ6D8tZofzgHPDVnGO6bfq-kYNX,179198
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,169,NT_167214.1,SQ.PED4eU6aiTLsufXivhyWGjbU486sfgsT,161802
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,170,NT_167218.1,SQ.7Fmp4pU2KBOtIhW2ZeL6CXxGP4sy606F,179693
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,171,NT_187497.1,SQ.DHqk0kFJn2pE--tUJJMcv37PvtwTb3bu,157432
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,172,NT_167220.1,SQ.rJFy652rJMoL5PqH-PiqrJ1zpHc4uUiz,15008
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,173,NT_167208.1,SQ.1VIfWolFZeqoQU6YO0aj1Vhol9OZPRak,164239
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,174,NT_187498.1,SQ.zVy5wV-ddOi6LDlcI6SkP2onKRUaFpYE,210658
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,175,NT_187499.1,SQ.VX_kUKgy_KDDbEyY50N0jliHYLW5BUty,168472
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,176,NT_187500.1,SQ.xhH1KtABKub_tGnf5AvBRHer6N-X30-1,41891
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,177,NT_187501.1,SQ.SUWAToHdyaciFvEh1V07FN4RXg9L-jrF,66486
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,178,NT_187502.1,SQ.XTO1dKsAf02p_KSAp5mzTEwX-jIqZqGb,198735
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,179,NT_187503.1,SQ.dZTKCwLCSf-DUdBmvMsuNHS_vCstw8s0,93321
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,180,NT_187504.1,SQ.7g2-d4tNc0906VBAExkyOCN41_t77Ady,158759
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,181,NT_187505.1,SQ.EKEB8i2c_jLWqnhMMXfC71egt456kBwK,148850
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,182,NT_187506.1,SQ.2N9rNY_Y-CzN1Ck9n_QM21lHxxhDFsgh,150742
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,183,NT_187507.1,SQ.2xd_KJyoRn5IONHCVH99fbct9u4JYdti,27745
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,184,NT_187508.1,SQ.ppBUwlZG_sITzKDbNzcpublyDyzEkg7M,62944
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,185,NT_187509.1,SQ.gD8mEtavw4FpPORpnYPQmZpBUFaeSXNh,40191
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,186,NT_187510.1,SQ.8x77NiHXl6_fz1CDtziBovEdSYJ5JPcd,36723
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,187,NT_187511.1,SQ.YAVAIDpmW0T9Y8em7VFGpwv5v5koUJU3,79590
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,188,NT_187512.1,SQ.yBWLuxF_ypkns8q9zBWGp1nznGHHGIe_,71251
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,189,NT_167209.1,SQ.c4RwKvyuoOY9ze9WWPojiKz6r2znHArq,137718
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,190,NT_187513.1,SQ.aW8UVG5HFRf7LTM7RL4t9XmazcDk-0sV,186739
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,191,NT_167211.2,SQ.zafuU-XCGBovdatN_6YI7hiHSTjqE649,176608
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,192,NT_113889.1,SQ.sdL1gDzRGFP-F9sMKtNLSRAnQ-BC84H-,161147
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,193,NT_187515.1,SQ.7_Exoebfll2KSxWkHO_CTYB7L35bVXb8,354444
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,194,NT_187517.1,SQ.5sJPeOQINUJr0syBJgsAX7bqCNmmWXJq,256271
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,195,NT_187514.1,SQ.GCrbaHfIIFRcgaSCxRfLabk7To0pT5MQ,109528
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,196,NT_187520.1,SQ.yhQpNFEjj1oBLPYqMcxEgtQ7__rFUv0i,185285
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,197,NW_003315905.1,SQ.bRYaT5HlTMUTpUWpM4jKan96syvtKX3S,182439
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,198,NW_003315906.1,SQ.9xCYXFBVQDc7dfIKolvEEKLm8Uu3hysH,110268
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,199,NW_003315907.2,SQ.UlFLG2MJ8RhHqr4gEnrHI2G1JKgmDr6q,366580
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,200,NT_187521.1,SQ.rtrciHdATscBJqspfqw-qt9DF7ZipKwx,50258
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,201,NT_187519.1,SQ.sUgmsDfk9hPBydVbkxADntOazAwMekEF,911658
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,202,NT_187516.1,SQ.WYqs4u7Z9hoP_p3U6BRF37UEopQGGlvi,425601
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,203,NT_187518.1,SQ.wgls5bsmKqMuxE2JwOwZ_oQ14YXqsfyC,165834
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,204,NT_187525.1,SQ.STeQ6_klkg9xaIW9IbCAq7lJeNpNgdjC,136240
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,205,NT_187526.1,SQ.rU08r6kT8fbZwK2arffEwdyCQ0ijDHbo,70887
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,206,NT_187529.1,SQ.AS9PrLCgByckU31kuSmWdjqaASyXMBT1,223625
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,207,NT_187522.1,SQ.f8nrtmxvSZYRYd84R7Nrn4_S9K37IWo8,120616
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,208,NW_003315908.1,SQ.Ty1MZgCXzlCF81bA1yojF4tQL3zpP-61,143390
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,209,NT_187524.1,SQ.W1ijHpfgILmoFBM3G3_B1Hc_SuWVRL0G,133041
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,210,NT_187531.1,SQ.ibIyBleqU02yGiyM_QDff_Pz9HjCEMMj,138019
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,211,NT_187530.1,SQ.xhWP6Gc0TD7gRgBI0p71NYf99ju5Cuhm,110395
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,212,NT_187528.1,SQ.diw0dVVktKxaPm425ZEKf3FrA3fmGmMg,110099
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,213,NW_003571033.2,SQ.10yp1VWMurzO9zF1l7rhscuh_oRLSTew,96131
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,214,NW_003315909.1,SQ.V0CMtzYdkge7BgW5bmxhi0jlzyvuRY0L,123821
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,215,NT_187527.1,SQ.68oFh38v-ZYbo8antSTv-KSRrHCYpcGg,174166
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,216,NT_187523.1,SQ.lplR7ddIA7iiyP99iMCZSD4W1Jqo8LkQ,161578
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,217,NW_003871060.2,SQ.XI0Wu6ks0XtIGZGr2GJN53L1pjzoArDf,173151
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,218,NT_187535.1,SQ.51z7LccuEaAJoppILsqiPQnKEND0j1D_,109187
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,219,NT_187537.1,SQ.XEybNnMwxudbDQXYAuUsvIiNgqaSqhTP,224108
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,220,NW_003315913.1,SQ.GUN8-TYOZWIwvkcWk4bCnaEPxBMwMTdn,180671
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,221,NT_187533.1,SQ.dv28DR88BtaiPqzTm3kiIrbxSY7riEPE,173649
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,222,NT_187536.1,SQ.nDflcu34zeiGnLNJO9mU4rMpP8ttMoEc,248252
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,223,NT_187538.1,SQ.Ft1rlkyC6tg0zSex3L9Nl3QNMSMvlWpY,113034
